2636	26432	4
101	15045	15
110	1642	4
102	22348	11
5475	2563	15
408	15374	6
739	274	27
272	29212	12
190	3809	0
251	6258	25
86414	18968	8
1805	21459	17
110	16669	6
9547	24710	22
5479	11288	17
2767	83	16
16537	6038	27
1104	29204	15
27884	21474	7
16106	11425	22
101	19888	10
104	740	9
46905	14477	25
733	10421	10
1800	10749	3
4687	1513	0
39164	1169	6
133	4778	2
1372	19105	27
101	16735	13
84828	2361	10
69886	1657	15
5098	9871	20
116	10282	4
14	17447	27
30395	27478	2
585	3818	16
800	4046	13
239	27356	3
138	3752	7
136	14878	25
313	17883	5
1822	24238	10
12	12568	3
306	1987	5
28	27043	2
508	12451	16
4510	23460	6
67404	12456	22
39704	6394	1
149	7279	11
102	2263	18
164	22831	11
63562	12611	5
22265	28951	18
168	5319	3
12	18313	14
460	4093	20
3468	15872	10
10899	23383	4
446	15179	10
112	27273	1
14	19618	20
501	10846	5
58	21157	33
3112	16345	1
368	28264	1
350	20359	9
103	4387	8
102	5023	3
34911	7271	0
14138	12008	1
38700	7897	9
146	7552	8
61133	2324	12
14877	30132	7
14	15961	17
133	20337	25
4115	13857	11
522	12931	1
1304	9350	22
28874	14836	8
29205	1118	8
132	21016	9
11005	8720	16
260	15084	1
36870	14597	0
1006	1489	3
3411	28137	29
267	8290	0
113	11049	20
106	25498	6
106	26811	3
108	13535	3
14	13139	10
855	4688	3
176	10776	1
5570	21611	13
124	7438	1
12473	23558	0
3089	10517	2
21	18619	8
116	26008	11
1219	19384	15
14	1402	19
26343	15950	24
1648	14282	30
168	30071	14
3229	7066	7
17914	25645	20
1	28461	6
2285	28561	0
869	19602	4
7080	19275	0
114	5385	11
475	14222	16
325	20020	2
10403	5819	2
149	19933	1
16720	4614	5
77684	18464	7
155	14741	20
344	14490	0
237	12637	18
16	5819	1
4428	13259	9
123	28267	19
280	12301	0
42788	22319	11
6054	17410	4
1536	5308	4
130	16143	23
1992	6550	0
107	5511	2
189	13118	6
114	26610	14
1984	22383	11
17443	28488	3
128	13976	6
112	25226	24
303	13167	23
29357	14124	13
118	26654	25
8349	6748	3
85687	14444	14
56465	23103	4
12	2329	29
12	1526	26
12	11964	12
11899	8547	13
109	8514	8
3182	18387	0
12	8787	11
12	5242	18
940	29169	7
78531	9341	4
14	23976	10
112	23590	14
1067	13951	22
47254	5301	6
14043	258	9
291	23312	12
12	23148	23
133	8303	5
28	14353	8
104	14319	12
19346	29014	20
14	23427	20
21	1998	7
53310	13659	13
18133	18017	10
261	19462	7
208	26548	17
30458	26944	17
81824	8729	6
1388	27889	5
343	7007	6
114	25213	26
476	21508	0
2047	11828	0
985	25936	28
334	27632	21
151	21329	12
436	28467	16
5093	13451	10
28	8794	8
75496	3398	1
14	27817	28
615	17805	1
31756	17463	25
14	12009	37
2507	15836	7
